POSTCODE,SA4 CODE,SA4 NAME
3137,211,Melbourne - Outer East
3138,211,Melbourne - Outer East
3139,211,Melbourne - Outer East
3139,212,Melbourne - South East
3140,211,Melbourne - Outer East
3141,206,Melbourne - Inner
3142,206,Melbourne - Inner
3142,207,Melbourne - Inner East
3143,206,Melbourne - Inner
3144,206,Melbourne - Inner
3144,208,Melbourne - Inner South
3145,207,Melbourne - Inner East
3145,208,Melbourne - Inner South
3146,207,Melbourne - Inner East
3146,208,Melbourne - Inner South
3147,207,Melbourne - Inner East
3147,212,Melbourne - South East
3148,212,Melbourne - South East
3149,212,Melbourne - South East
3150,212,Melbourne - South East
3151,207,Melbourne - Inner East
3152,211,Melbourne - Outer East
3153,211,Melbourne - Outer East
3154,211,Melbourne - Outer East
3155,211,Melbourne - Outer East
3156,211,Melbourne - Outer East
3156,212,Melbourne - South East
3158,211,Melbourne - Outer East
3159,211,Melbourne - Outer East
3160,211,Melbourne - Outer East
3161,208,Melbourne - Inner South
3162,208,Melbourne - Inner South
3163,208,Melbourne - Inner South
3165,208,Melbourne - Inner South
3166,208,Melbourne - Inner South
3166,212,Melbourne - South East
3167,212,Melbourne - South East
3168,212,Melbourne - South East
3169,208,Melbourne - Inner South
3169,212,Melbourne - South East
3170,212,Melbourne - South East
3171,212,Melbourne - South East
3172,212,Melbourne - South East
3173,212,Melbourne - South East
3174,212,Melbourne - South East
3175,208,Melbourne - Inner South
3175,212,Melbourne - South East
3177,212,Melbourne - South East
3178,211,Melbourne - Outer East
3179,211,Melbourne - Outer East
3180,211,Melbourne - Outer East
3181,206,Melbourne - Inner
3182,206,Melbourne - Inner
3183,206,Melbourne - Inner
3183,208,Melbourne - Inner South
3184,206,Melbourne - Inner
3185,206,Melbourne - Inner
3185,208,Melbourne - Inner South
3186,208,Melbourne - Inner South
3187,208,Melbourne - Inner South
3188,208,Melbourne - Inner South
3189,208,Melbourne - Inner South
3190,208,Melbourne - Inner South
3191,208,Melbourne - Inner South
3192,208,Melbourne - Inner South
3193,208,Melbourne - Inner South
3194,208,Melbourne - Inner South
3195,208,Melbourne - Inner South
3196,208,Melbourne - Inner South
3197,208,Melbourne - Inner South
3197,214,Mornington Peninsula
3198,214,Mornington Peninsula
3199,214,Mornington Peninsula
3200,214,Mornington Peninsula
3201,214,Mornington Peninsula
3202,208,Melbourne - Inner South
3204,208,Melbourne - Inner South
3205,206,Melbourne - Inner
3206,206,Melbourne - Inner
3207,206,Melbourne - Inner
3211,203,Geelong
3211,213,Melbourne - West
3212,203,Geelong
3214,203,Geelong
3215,203,Geelong
3216,203,Geelong
3217,203,Geelong
3218,203,Geelong
3219,203,Geelong
3220,203,Geelong
3221,203,Geelong
3221,217,Warrnambool and South West
3222,203,Geelong
3223,203,Geelong
3224,203,Geelong
3225,203,Geelong
3226,203,Geelong
3227,203,Geelong
3228,203,Geelong
3230,203,Geelong
3231,203,Geelong
3232,203,Geelong
3233,217,Warrnambool and South West
3235,203,Geelong
3235,217,Warrnambool and South West
3236,217,Warrnambool and South West
3237,217,Warrnambool and South West
3238,217,Warrnambool and South West
3239,217,Warrnambool and South West
3240,203,Geelong
3241,203,Geelong
3241,217,Warrnambool and South West
3242,203,Geelong
3242,217,Warrnambool and South West
3243,217,Warrnambool and South West
3249,217,Warrnambool and South West
3250,217,Warrnambool and South West
3251,217,Warrnambool and South West
3254,217,Warrnambool and South West
3260,217,Warrnambool and South West
3264,217,Warrnambool and South West
3265,217,Warrnambool and South West
3266,217,Warrnambool and South West
3267,217,Warrnambool and South West
3268,217,Warrnambool and South West
3269,217,Warrnambool and South West
3270,217,Warrnambool and South West
3271,215,North West
3271,217,Warrnambool and South West
3272,215,North West
3272,217,Warrnambool and South West
3273,217,Warrnambool and South West
3274,217,Warrnambool and South West
3275,217,Warrnambool and South West
3276,217,Warrnambool and South West
3277,217,Warrnambool and South West
3278,217,Warrnambool and South West
3279,217,Warrnambool and South West
3280,217,Warrnambool and South West
3281,217,Warrnambool and South West
3282,217,Warrnambool and South West
3283,217,Warrnambool and South West
3284,217,Warrnambool and South West
3285,217,Warrnambool and South West
3286,217,Warrnambool and South West
3287,217,Warrnambool and South West
3289,217,Warrnambool and South West
3292,217,Warrnambool and South West
3293,215,North West
3293,217,Warrnambool and South West
3294,215,North West
3294,217,Warrnambool and South West
3300,217,Warrnambool and South West
3301,217,Warrnambool and South West
3302,217,Warrnambool and South West
3303,217,Warrnambool and South West
3304,217,Warrnambool and South West
3305,217,Warrnambool and South West
3309,217,Warrnambool and South West
3310,217,Warrnambool and South West
3311,217,Warrnambool and South West
3312,215,North West
3312,217,Warrnambool and South West
3314,217,Warrnambool and South West
3315,217,Warrnambool and South West
3317,215,North West
3317,217,Warrnambool and South West
3318,215,North West
3318,407,South Australia - South East
3319,215,North West
3321,203,Geelong
3321,217,Warrnambool and South West
3322,203,Geelong
3322,217,Warrnambool and South West
3323,217,Warrnambool and South West
3324,201,Ballarat
3324,217,Warrnambool and South West
3325,201,Ballarat
3325,217,Warrnambool and South West
3328,203,Geelong
3329,203,Geelong
3329,217,Warrnambool and South West
3330,203,Geelong
3331,203,Geelong
3332,203,Geelong
3333,201,Ballarat
3333,203,Geelong
3334,201,Ballarat
3334,203,Geelong
3335,213,Melbourne - West
3337,210,Melbourne - North West
3337,213,Melbourne - West
3338,213,Melbourne - West
3340,201,Ballarat
3340,203,Geelong
3340,213,Melbourne - West
3341,201,Ballarat
3341,213,Melbourne - West
3342,201,Ballarat
3342,203,Geelong
3345,201,Ballarat
3350,201,Ballarat
3351,201,Ballarat
3351,203,Geelong
3351,215,North West
3351,217,Warrnambool and South West
3352,201,Ballarat
3352,203,Geelong
3352,217,Warrnambool and South West
3355,201,Ballarat
3356,201,Ballarat
3357,201,Ballarat
3360,201,Ballarat
3360,217,Warrnambool and South West
3361,201,Ballarat
3361,215,North West
3361,217,Warrnambool and South West
3363,201,Ballarat
3364,201,Ballarat
3364,202,Bendigo
3370,201,Ballarat
3371,201,Ballarat
3373,201,Ballarat
3373,215,North West
3374,215,North West
3375,201,Ballarat
3375,215,North West
3377,201,Ballarat
3377,215,North West
3378,215,North West
3379,215,North West
3379,217,Warrnambool and South West
3380,215,North West
3381,215,North West
3384,201,Ballarat
3384,215,North West
3385,215,North West
3387,215,North West
3388,215,North West
3390,215,North West
3391,215,North West
3392,215,North West
3393,215,North West
3395,215,North West
3396,215,North West
3400,215,North West
3401,215,North West
3401,217,Warrnambool and South West
3407,217,Warrnambool and South West
3409,215,North West
3412,215,North West
3413,215,North West
3414,215,North West
3415,215,North West
3418,215,North West
3419,215,North West
3420,215,North West
3423,215,North West
3424,215,North West
3427,210,Melbourne - North West
3427,213,Melbourne - West
3428,210,Melbourne - North West
3429,210,Melbourne - North West
3430,210,Melbourne - North West
3431,210,Melbourne - North West
3432,210,Melbourne - North West
3433,210,Melbourne - North West
3434,210,Melbourne - North West
3435,202,Bendigo
3435,204,Hume
3435,210,Melbourne - North West
3437,202,Bendigo
3437,210,Melbourne - North West
3438,210,Melbourne - North West
3440,202,Bendigo
3440,210,Melbourne - North West
3441,210,Melbourne - North West
3442,202,Bendigo
3442,210,Melbourne - North West
3444,201,Ballarat
3444,202,Bendigo
3444,204,Hume
3446,201,Ballarat
3446,202,Bendigo
3447,201,Ballarat
3447,202,Bendigo
3448,202,Bendigo
3450,202,Bendigo
3451,201,Ballarat
3451,202,Bendigo
3453,202,Bendigo
3458,201,Ballarat
3458,202,Bendigo
3460,201,Ballarat
3461,201,Ballarat
3461,202,Bendigo
3462,202,Bendigo
3463,202,Bendigo
3464,201,Ballarat
3465,201,Ballarat
3465,215,North West
3467,201,Ballarat
3468,201,Ballarat
3469,201,Ballarat
3472,201,Ballarat
3472,202,Bendigo
3475,201,Ballarat
3475,202,Bendigo
3475,215,North West
3477,201,Ballarat
3477,202,Bendigo
3477,215,North West
3478,201,Ballarat
3478,215,North West
3480,215,North West
3482,215,North West
3483,215,North West
3485,215,North West
3487,215,North West
3488,215,North West
3489,215,North West
3490,109,Murray
3490,215,North West
3491,215,North West
3494,109,Murray
3494,215,North West
3496,215,North West
3498,109,Murray
3498,215,North West
3500,215,North West
3501,109,Murray
3501,215,North West
3505,109,Murray
3505,215,North West
3506,215,North West
3507,215,North West
3509,215,North West
3512,215,North West
3515,202,Bendigo
3516,202,Bendigo
3517,202,Bendigo
3518,202,Bendigo
3518,215,North West
3520,202,Bendigo
3521,204,Hume
3522,204,Hume
3523,202,Bendigo
3523,204,Hume
3523,216,Shepparton
3525,202,Bendigo
3525,215,North West
3527,202,Bendigo
3527,215,North West
3529,215,North West
3530,215,North West
3531,215,North West
3533,215,North West
3537,202,Bendigo
3540,215,North West
3542,215,North West
3544,215,North West
3546,215,North West
3549,109,Murray
3549,215,North West
3550,202,Bendigo
3551,201,Ballarat
3551,202,Bendigo
3551,216,Shepparton
3555,202,Bendigo
3556,202,Bendigo
3557,202,Bendigo
3557,216,Shepparton
3558,202,Bendigo
3558,216,Shepparton
3559,202,Bendigo
3559,216,Shepparton
3561,216,Shepparton
3562,216,Shepparton
3563,216,Shepparton
3564,109,Murray
3564,216,Shepparton
3565,216,Shepparton
3566,216,Shepparton
3567,202,Bendigo
3567,215,North West
3568,215,North West
3570,202,Bendigo
3571,202,Bendigo
3572,202,Bendigo
3572,216,Shepparton
3573,202,Bendigo
3573,216,Shepparton
3575,202,Bendigo
3576,202,Bendigo
3579,109,Murray
3579,202,Bendigo
3579,215,North West
3580,215,North West
3581,215,North West
3583,215,North West
3584,215,North West
3585,109,Murray
3585,215,North West
3586,109,Murray
3586,215,North West
3588,215,North West
3589,215,North West
3590,215,North West
3591,215,North West
3594,215,North West
3595,215,North West
3596,215,North West
3597,215,North West
3599,215,North West
3607,204,Hume
3608,204,Hume
3608,216,Shepparton
3610,204,Hume
3610,216,Shepparton
3612,204,Hume
3612,216,Shepparton
3614,216,Shepparton
3616,216,Shepparton
3617,216,Shepparton
3618,216,Shepparton
3620,216,Shepparton
3621,216,Shepparton
3622,216,Shepparton
3623,216,Shepparton
3624,216,Shepparton
3629,216,Shepparton
3630,216,Shepparton
3631,204,Hume
3631,216,Shepparton
3633,216,Shepparton
3634,216,Shepparton
3635,216,Shepparton
3636,216,Shepparton
3637,216,Shepparton
3638,216,Shepparton
3639,109,Murray
3639,216,Shepparton
3640,216,Shepparton
3641,216,Shepparton
3644,109,Murray
3644,216,Shepparton
3646,204,Hume
3646,216,Shepparton
3647,216,Shepparton
3649,216,Shepparton
3658,204,Hume
3658,209,Melbourne - North East
3659,204,Hume
3660,204,Hume
3662,204,Hume
3663,204,Hume
3664,204,Hume
3665,204,Hume
3666,204,Hume
3669,204,Hume
3669,216,Shepparton
3670,204,Hume
3672,204,Hume
3673,204,Hume
3675,204,Hume
3675,216,Shepparton
3677,204,Hume
3678,204,Hume
3678,216,Shepparton
3682,204,Hume
3683,204,Hume
3685,204,Hume
3685,216,Shepparton
3687,204,Hume
3688,204,Hume
3690,204,Hume
3691,109,Murray
3691,204,Hume
3694,109,Murray
3694,204,Hume
3695,204,Hume
3697,204,Hume
3698,204,Hume
3699,204,Hume
3700,204,Hume
3701,204,Hume
3701,205,Latrobe - Gippsland
3704,204,Hume
3705,204,Hume
3707,113,Riverina
3707,204,Hume
3708,204,Hume
3709,109,Murray
3709,113,Riverina
3709,204,Hume
3711,204,Hume
3712,204,Hume
3713,204,Hume
3714,204,Hume
3715,204,Hume
3717,204,Hume
3718,204,Hume
3719,204,Hume
3720,204,Hume
3722,204,Hume
3723,204,Hume
3725,204,Hume
3726,204,Hume
3727,216,Shepparton
3728,216,Shepparton
3730,216,Shepparton
3732,204,Hume
3733,204,Hume
3735,204,Hume
3737,204,Hume
3738,204,Hume
3739,204,Hume
3740,204,Hume
3741,204,Hume
3744,204,Hume
3746,204,Hume
3747,204,Hume
3749,204,Hume
3750,209,Melbourne - North East
3751,209,Melbourne - North East
3752,209,Melbourne - North East
3753,209,Melbourne - North East
3754,209,Melbourne - North East
3755,209,Melbourne - North East
3756,209,Melbourne - North East
3756,210,Melbourne - North West
3757,209,Melbourne - North East
3758,209,Melbourne - North East
3759,209,Melbourne - North East
3760,209,Melbourne - North East
3761,209,Melbourne - North East
3762,209,Melbourne - North East
3762,210,Melbourne - North West
3763,209,Melbourne - North East
3764,204,Hume
3764,210,Melbourne - North West
3765,211,Melbourne - Outer East
3766,211,Melbourne - Outer East
3767,211,Melbourne - Outer East
3770,211,Melbourne - Outer East
3775,209,Melbourne - North East
3775,211,Melbourne - Outer East
3777,209,Melbourne - North East
3777,211,Melbourne - Outer East
3778,204,Hume
3779,204,Hume
3781,212,Melbourne - South East
3782,211,Melbourne - Outer East
3782,212,Melbourne - South East
3783,212,Melbourne - South East
3785,211,Melbourne - Outer East
3786,211,Melbourne - Outer East
3787,211,Melbourne - Outer East
3788,211,Melbourne - Outer East
3789,211,Melbourne - Outer East
3791,211,Melbourne - Outer East
3792,211,Melbourne - Outer East
3793,211,Melbourne - Outer East
3795,211,Melbourne - Outer East
3796,211,Melbourne - Outer East
3797,211,Melbourne - Outer East
3799,204,Hume
3799,211,Melbourne - Outer East
3800,212,Melbourne - South East
3802,212,Melbourne - South East
3803,212,Melbourne - South East
3804,211,Melbourne - Outer East
3804,212,Melbourne - South East
3805,212,Melbourne - South East
3806,212,Melbourne - South East
3807,212,Melbourne - South East
3808,212,Melbourne - South East
3809,212,Melbourne - South East
3810,212,Melbourne - South East
3812,212,Melbourne - South East
3813,212,Melbourne - South East
3814,212,Melbourne - South East
3815,212,Melbourne - South East
3816,205,Latrobe - Gippsland
3816,212,Melbourne - South East
3818,205,Latrobe - Gippsland
3820,205,Latrobe - Gippsland
3821,205,Latrobe - Gippsland
3822,205,Latrobe - Gippsland
3823,205,Latrobe - Gippsland
3824,205,Latrobe - Gippsland
3825,205,Latrobe - Gippsland
3831,205,Latrobe - Gippsland
3832,205,Latrobe - Gippsland
3833,205,Latrobe - Gippsland
3833,211,Melbourne - Outer East
3835,205,Latrobe - Gippsland
3840,205,Latrobe - Gippsland
3842,205,Latrobe - Gippsland
3844,205,Latrobe - Gippsland
3847,205,Latrobe - Gippsland
3850,205,Latrobe - Gippsland
3851,205,Latrobe - Gippsland
3852,205,Latrobe - Gippsland
3854,205,Latrobe - Gippsland
3856,205,Latrobe - Gippsland
3857,205,Latrobe - Gippsland
3858,205,Latrobe - Gippsland
3859,205,Latrobe - Gippsland
3860,205,Latrobe - Gippsland
3862,205,Latrobe - Gippsland
3864,205,Latrobe - Gippsland
3865,205,Latrobe - Gippsland
3869,205,Latrobe - Gippsland
3870,205,Latrobe - Gippsland
3871,205,Latrobe - Gippsland
3873,205,Latrobe - Gippsland
3874,205,Latrobe - Gippsland
3875,205,Latrobe - Gippsland
3878,205,Latrobe - Gippsland
3880,205,Latrobe - Gippsland
3882,205,Latrobe - Gippsland
3885,205,Latrobe - Gippsland
3886,205,Latrobe - Gippsland
3887,205,Latrobe - Gippsland
3888,205,Latrobe - Gippsland
3889,205,Latrobe - Gippsland
3890,205,Latrobe - Gippsland
3891,205,Latrobe - Gippsland
3892,205,Latrobe - Gippsland
3893,205,Latrobe - Gippsland
3895,205,Latrobe - Gippsland
3896,205,Latrobe - Gippsland
3898,204,Hume
3898,205,Latrobe - Gippsland
3900,205,Latrobe - Gippsland
3902,205,Latrobe - Gippsland
3903,205,Latrobe - Gippsland
3904,205,Latrobe - Gippsland
3909,205,Latrobe - Gippsland
3910,214,Mornington Peninsula
3911,214,Mornington Peninsula
3912,212,Melbourne - South East
3912,214,Mornington Peninsula
3913,214,Mornington Peninsula
3915,214,Mornington Peninsula
3916,214,Mornington Peninsula
3918,214,Mornington Peninsula
3919,214,Mornington Peninsula
3920,214,Mornington Peninsula
3921,205,Latrobe - Gippsland
3922,205,Latrobe - Gippsland
3923,205,Latrobe - Gippsland
3925,205,Latrobe - Gippsland
3926,214,Mornington Peninsula
3927,214,Mornington Peninsula
3928,214,Mornington Peninsula
3929,214,Mornington Peninsula
3930,214,Mornington Peninsula
3931,214,Mornington Peninsula
3933,214,Mornington Peninsula
3934,214,Mornington Peninsula
3936,214,Mornington Peninsula
3937,214,Mornington Peninsula
3938,214,Mornington Peninsula
3939,214,Mornington Peninsula
3940,214,Mornington Peninsula
3941,214,Mornington Peninsula
3942,214,Mornington Peninsula
3943,214,Mornington Peninsula
3944,214,Mornington Peninsula
3945,205,Latrobe - Gippsland
3946,205,Latrobe - Gippsland
3950,205,Latrobe - Gippsland
3951,205,Latrobe - Gippsland
3953,205,Latrobe - Gippsland
3954,205,Latrobe - Gippsland
3956,205,Latrobe - Gippsland
3957,205,Latrobe - Gippsland
3958,205,Latrobe - Gippsland
3959,205,Latrobe - Gippsland
3960,205,Latrobe - Gippsland
3962,205,Latrobe - Gippsland
3964,205,Latrobe - Gippsland
3965,205,Latrobe - Gippsland
3966,205,Latrobe - Gippsland
3967,205,Latrobe - Gippsland
3971,205,Latrobe - Gippsland
3975,212,Melbourne - South East
3976,212,Melbourne - South East
3977,212,Melbourne - South East
3977,214,Mornington Peninsula
3978,212,Melbourne - South East
3979,205,Latrobe - Gippsland
3980,212,Melbourne - South East
3981,205,Latrobe - Gippsland
3981,212,Melbourne - South East
3984,205,Latrobe - Gippsland
3984,212,Melbourne - South East
3987,205,Latrobe - Gippsland
3987,212,Melbourne - South East
3988,205,Latrobe - Gippsland
3990,205,Latrobe - Gippsland
3991,205,Latrobe - Gippsland
3992,205,Latrobe - Gippsland
3995,205,Latrobe - Gippsland
3996,205,Latrobe - Gippsland
4000,305,Brisbane Inner City
4005,305,Brisbane Inner City
4006,305,Brisbane Inner City
4007,305,Brisbane Inner City
4008,302,Brisbane - North
4009,302,Brisbane - North
4009,305,Brisbane Inner City
4010,305,Brisbane Inner City
4011,305,Brisbane Inner City
4012,302,Brisbane - North
4012,305,Brisbane Inner City
4013,302,Brisbane - North
4014,302,Brisbane - North
4017,302,Brisbane - North
4018,302,Brisbane - North
4019,313,Moreton Bay - North
4020,313,Moreton Bay - North
4021,313,Moreton Bay - North
4022,313,Moreton Bay - North
4025,301,Brisbane - East
4029,305,Brisbane Inner City
4030,305,Brisbane Inner City
4031,302,Brisbane - North
4031,305,Brisbane Inner City
4032,302,Brisbane - North
4034,302,Brisbane - North
4035,302,Brisbane - North
4035,314,Moreton Bay - South
4036,302,Brisbane - North
4037,314,Moreton Bay - South
4051,302,Brisbane - North
4051,304,Brisbane - West
4051,305,Brisbane Inner City
4053,302,Brisbane - North
4053,304,Brisbane - West
4053,305,Brisbane Inner City
4053,314,Moreton Bay - South
4054,304,Brisbane - West
4054,314,Moreton Bay - South
4055,304,Brisbane - West
4055,314,Moreton Bay - South
4059,305,Brisbane Inner City
4060,304,Brisbane - West
4060,305,Brisbane Inner City
4061,304,Brisbane - West
4061,305,Brisbane Inner City
4064,305,Brisbane Inner City
4065,305,Brisbane Inner City
4066,304,Brisbane - West
4066,305,Brisbane Inner City
4067,304,Brisbane - West
4068,304,Brisbane - West
4068,305,Brisbane Inner City
4069,304,Brisbane - West
4070,304,Brisbane - West
4070,310,Ipswich
4072,304,Brisbane - West
4073,304,Brisbane - West
4074,304,Brisbane - West
4074,310,Ipswich
4075,304,Brisbane - West
4075,310,Ipswich
4076,310,Ipswich
4077,303,Brisbane - South
4077,310,Ipswich
4078,303,Brisbane - South
4078,310,Ipswich
4101,303,Brisbane - South
4101,305,Brisbane Inner City
4102,303,Brisbane - South
4102,305,Brisbane Inner City
4103,303,Brisbane - South
4104,303,Brisbane - South
4105,303,Brisbane - South
4106,303,Brisbane - South
4106,304,Brisbane - West
4107,303,Brisbane - South
4108,303,Brisbane - South
4109,303,Brisbane - South
4110,303,Brisbane - South
4110,310,Ipswich
4111,303,Brisbane - South
4112,303,Brisbane - South
4113,303,Brisbane - South
4114,311,Logan - Beaudesert
4115,303,Brisbane - South
4116,303,Brisbane - South
4117,303,Brisbane - South
4117,311,Logan - Beaudesert
4118,311,Logan - Beaudesert
4119,311,Logan - Beaudesert
4120,303,Brisbane - South
4121,303,Brisbane - South
4122,303,Brisbane - South
4123,303,Brisbane - South
4123,311,Logan - Beaudesert
4124,310,Ipswich
4124,311,Logan - Beaudesert
4125,311,Logan - Beaudesert
4127,303,Brisbane - South
4127,311,Logan - Beaudesert
4128,311,Logan - Beaudesert
4129,311,Logan - Beaudesert
4130,311,Logan - Beaudesert
4131,311,Logan - Beaudesert
4132,311,Logan - Beaudesert
4133,311,Logan - Beaudesert
4151,303,Brisbane - South
4151,305,Brisbane Inner City
4152,303,Brisbane - South
4152,305,Brisbane Inner City
4153,301,Brisbane - East
4153,303,Brisbane - South
4154,301,Brisbane - East
4155,301,Brisbane - East
4156,301,Brisbane - East
4156,303,Brisbane - South
4157,301,Brisbane - East
4158,301,Brisbane - East
4159,301,Brisbane - East
4160,301,Brisbane - East
4161,301,Brisbane - East
4163,301,Brisbane - East
4164,301,Brisbane - East
4165,301,Brisbane - East
4169,303,Brisbane - South
4169,305,Brisbane Inner City
4170,301,Brisbane - East
4170,303,Brisbane - South
4170,305,Brisbane Inner City
4171,305,Brisbane Inner City
4172,301,Brisbane - East
4172,303,Brisbane - South
4172,305,Brisbane Inner City
4173,301,Brisbane - East
4174,301,Brisbane - East
4178,301,Brisbane - East
4179,301,Brisbane - East
4183,301,Brisbane - East
4184,301,Brisbane - East
4205,311,Logan - Beaudesert
4207,309,Gold Coast
4207,311,Logan - Beaudesert
4208,309,Gold Coast
4209,309,Gold Coast
4210,309,Gold Coast
4211,309,Gold Coast
4212,309,Gold Coast
4213,309,Gold Coast
4214,309,Gold Coast
4215,309,Gold Coast
4216,309,Gold Coast
4217,309,Gold Coast
4218,309,Gold Coast
4219,309,Gold Coast
4220,309,Gold Coast
4221,309,Gold Coast
4223,309,Gold Coast
4224,309,Gold Coast
4225,309,Gold Coast
4226,309,Gold Coast
4227,309,Gold Coast
4228,309,Gold Coast
4229,309,Gold Coast
4230,309,Gold Coast
4270,309,Gold Coast
4270,311,Logan - Beaudesert
4271,309,Gold Coast
4272,309,Gold Coast
4275,309,Gold Coast
4275,311,Logan - Beaudesert
4280,311,Logan - Beaudesert
4285,310,Ipswich
4285,311,Logan - Beaudesert
4287,310,Ipswich
4287,311,Logan - Beaudesert
4300,310,Ipswich
4301,310,Ipswich
4303,310,Ipswich
4304,310,Ipswich
4305,310,Ipswich
4306,307,Darling Downs - Maranoa
4306,310,Ipswich
4306,313,Moreton Bay - North
4306,319,Wide Bay
4307,310,Ipswich
4309,310,Ipswich
4310,310,Ipswich
4311,310,Ipswich
4311,317,Toowoomba
4312,310,Ipswich
4313,310,Ipswich
4313,313,Moreton Bay - North
4340,310,Ipswich
4341,310,Ipswich
4342,310,Ipswich
4342,317,Toowoomba
4343,310,Ipswich
4343,317,Toowoomba
4344,317,Toowoomba
4345,317,Toowoomba
4346,310,Ipswich
4347,317,Toowoomba
4350,307,Darling Downs - Maranoa
4350,317,Toowoomba
4352,307,Darling Downs - Maranoa
4352,317,Toowoomba
4353,307,Darling Downs - Maranoa
4354,307,Darling Downs - Maranoa
4355,307,Darling Downs - Maranoa
4356,307,Darling Downs - Maranoa
4357,307,Darling Downs - Maranoa
4358,307,Darling Downs - Maranoa
4358,317,Toowoomba
4359,307,Darling Downs - Maranoa
4360,307,Darling Downs - Maranoa
4361,307,Darling Downs - Maranoa
4362,307,Darling Downs - Maranoa
4363,307,Darling Downs - Maranoa
4364,307,Darling Downs - Maranoa
4365,307,Darling Downs - Maranoa
4370,307,Darling Downs - Maranoa
4371,307,Darling Downs - Maranoa
4372,307,Darling Downs - Maranoa
4373,307,Darling Downs - Maranoa
4374,307,Darling Downs - Maranoa
4375,307,Darling Downs - Maranoa
4376,307,Darling Downs - Maranoa
4377,307,Darling Downs - Maranoa
4378,307,Darling Downs - Maranoa
4380,307,Darling Downs - Maranoa
4381,307,Darling Downs - Maranoa
4382,307,Darling Downs - Maranoa
4383,110,New England and North West
4383,307,Darling Downs - Maranoa
4384,307,Darling Downs - Maranoa
4385,110,New England and North West
4385,307,Darling Downs - Maranoa
4387,307,Darling Downs - Maranoa
4388,307,Darling Downs - Maranoa
4390,307,Darling Downs - Maranoa
4400,307,Darling Downs - Maranoa
4400,317,Toowoomba
4401,307,Darling Downs - Maranoa
4402,307,Darling Downs - Maranoa
4403,307,Darling Downs - Maranoa
4404,307,Darling Downs - Maranoa
4405,307,Darling Downs - Maranoa
4405,319,Wide Bay
4406,307,Darling Downs - Maranoa
4407,307,Darling Downs - Maranoa
4408,307,Darling Downs - Maranoa
4410,307,Darling Downs - Maranoa
4411,307,Darling Downs - Maranoa
4412,307,Darling Downs - Maranoa
4413,307,Darling Downs - Maranoa
4415,307,Darling Downs - Maranoa
4416,307,Darling Downs - Maranoa
4417,307,Darling Downs - Maranoa
4418,307,Darling Downs - Maranoa
4419,307,Darling Downs - Maranoa
4419,308,Fitzroy
4420,307,Darling Downs - Maranoa
4420,308,Fitzroy
4421,307,Darling Downs - Maranoa
4422,307,Darling Downs - Maranoa
4423,307,Darling Downs - Maranoa
4424,307,Darling Downs - Maranoa
4425,307,Darling Downs - Maranoa
4426,307,Darling Downs - Maranoa
4427,307,Darling Downs - Maranoa
4428,307,Darling Downs - Maranoa
4454,307,Darling Downs - Maranoa
4455,307,Darling Downs - Maranoa
4461,307,Darling Downs - Maranoa
4462,307,Darling Downs - Maranoa
4465,307,Darling Downs - Maranoa
4467,307,Darling Downs - Maranoa
4467,315,Queensland - Outback
4468,315,Queensland - Outback
4470,315,Queensland - Outback
4471,315,Queensland - Outback
4472,315,Queensland - Outback
4474,315,Queensland - Outback
4475,315,Queensland - Outback
4477,315,Queensland - Outback
4478,315,Queensland - Outback
4479,315,Queensland - Outback
4480,315,Queensland - Outback
4481,315,Queensland - Outback
4482,315,Queensland - Outback
4486,307,Darling Downs - Maranoa
4487,307,Darling Downs - Maranoa
4488,307,Darling Downs - Maranoa
4488,315,Queensland - Outback
4489,315,Queensland - Outback
4490,315,Queensland - Outback
4491,315,Queensland - Outback
4492,315,Queensland - Outback
4493,105,Far West and Orana
4493,315,Queensland - Outback
4494,307,Darling Downs - Maranoa
4496,307,Darling Downs - Maranoa
4497,307,Darling Downs - Maranoa
4498,307,Darling Downs - Maranoa
4500,314,Moreton Bay - South
4501,314,Moreton Bay - South
4502,314,Moreton Bay - South
4503,314,Moreton Bay - South
4504,313,Moreton Bay - North
4505,313,Moreton Bay - North
4506,313,Moreton Bay - North
4507,313,Moreton Bay - North
4508,313,Moreton Bay - North
4509,314,Moreton Bay - South
4510,313,Moreton Bay - North
4511,313,Moreton Bay - North
4512,313,Moreton Bay - North
4514,313,Moreton Bay - North
4515,313,Moreton Bay - North
4516,313,Moreton Bay - North
4517,316,Sunshine Coast
4518,316,Sunshine Coast
4519,316,Sunshine Coast
4520,304,Brisbane - West
4520,314,Moreton Bay - South
4521,313,Moreton Bay - North
4521,314,Moreton Bay - South
4550,316,Sunshine Coast
4551,316,Sunshine Coast
4552,313,Moreton Bay - North
4552,316,Sunshine Coast
4553,316,Sunshine Coast
4554,316,Sunshine Coast
4555,316,Sunshine Coast
4556,316,Sunshine Coast
4557,316,Sunshine Coast
4558,316,Sunshine Coast
4559,316,Sunshine Coast
4560,316,Sunshine Coast
4561,316,Sunshine Coast
4562,316,Sunshine Coast
4563,316,Sunshine Coast
4563,319,Wide Bay
4564,316,Sunshine Coast
4565,316,Sunshine Coast
4566,316,Sunshine Coast
4567,316,Sunshine Coast
4568,316,Sunshine Coast
4569,316,Sunshine Coast
4570,319,Wide Bay
4571,316,Sunshine Coast
4572,316,Sunshine Coast
4573,316,Sunshine Coast
4574,316,Sunshine Coast
4574,319,Wide Bay
4575,316,Sunshine Coast
