POSTCODE,SA4 CODE,SA4 NAME
6754,508,Western Australia - Outback
6758,508,Western Australia - Outback
6760,508,Western Australia - Outback
6762,508,Western Australia - Outback
6765,508,Western Australia - Outback
6770,508,Western Australia - Outback
6798,901,Other Territories
6799,901,Other Territories
6907,503,Perth - Inner
7000,601,Hobart
7001,603,South East
7004,601,Hobart
7005,601,Hobart
7007,601,Hobart
7008,601,Hobart
7009,601,Hobart
7010,601,Hobart
7011,601,Hobart
7012,601,Hobart
7012,603,South East
7015,601,Hobart
7016,601,Hobart
7017,601,Hobart
7017,603,South East
7018,601,Hobart
7019,601,Hobart
7020,601,Hobart
7021,601,Hobart
7022,601,Hobart
7023,601,Hobart
7024,601,Hobart
7025,601,Hobart
7026,601,Hobart
7026,603,South East
7027,603,South East
7030,601,Hobart
7030,603,South East
7050,601,Hobart
7052,601,Hobart
7053,601,Hobart
7054,601,Hobart
7054,603,South East
7055,601,Hobart
7109,601,Hobart
7109,603,South East
7112,603,South East
7113,603,South East
7116,603,South East
7117,603,South East
7119,603,South East
7120,602,Launceston and North East
7120,603,South East
7139,603,South East
7140,601,Hobart
7140,603,South East
7150,601,Hobart
7150,603,South East
7155,603,South East
7162,603,South East
7163,603,South East
7170,601,Hobart
7171,601,Hobart
7172,601,Hobart
7172,603,South East
7173,601,Hobart
7174,601,Hobart
7175,601,Hobart
7176,601,Hobart
7177,601,Hobart
7177,603,South East
7178,603,South East
7179,603,South East
7180,603,South East
7182,603,South East
7183,603,South East
7184,603,South East
7185,603,South East
7186,603,South East
7187,603,South East
7190,603,South East
7209,602,Launceston and North East
7210,602,Launceston and North East
7211,602,Launceston and North East
7212,602,Launceston and North East
7213,602,Launceston and North East
7213,603,South East
7214,602,Launceston and North East
7215,602,Launceston and North East
7215,603,South East
7216,602,Launceston and North East
7248,602,Launceston and North East
7249,602,Launceston and North East
7250,602,Launceston and North East
7252,602,Launceston and North East
7253,602,Launceston and North East
7254,602,Launceston and North East
7255,602,Launceston and North East
7256,604,West and North West
7257,602,Launceston and North East
7258,602,Launceston and North East
7259,602,Launceston and North East
7260,602,Launceston and North East
7261,602,Launceston and North East
7262,602,Launceston and North East
7263,602,Launceston and North East
7264,602,Launceston and North East
7265,602,Launceston and North East
7267,602,Launceston and North East
7268,602,Launceston and North East
7270,602,Launceston and North East
7275,602,Launceston and North East
7275,604,West and North West
7276,602,Launceston and North East
7277,602,Launceston and North East
7290,602,Launceston and North East
7291,602,Launceston and North East
7292,602,Launceston and North East
7300,602,Launceston and North East
7301,602,Launceston and North East
7302,602,Launceston and North East
7303,602,Launceston and North East
7304,602,Launceston and North East
7304,603,South East
7304,604,West and North West
7305,604,West and North West
7306,602,Launceston and North East
7306,604,West and North West
7307,604,West and North West
7310,604,West and North West
7315,604,West and North West
7316,604,West and North West
7320,604,West and North West
7321,604,West and North West
7322,604,West and North West
7325,604,West and North West
7330,604,West and North West
7331,604,West and North West
7466,604,West and North West
7467,604,West and North West
7468,604,West and North West
7469,604,West and North West
7470,604,West and North West
